,date,l_ipn,r_asn,f,category
5646,2006-07-25,1,27782,6,1
5672,2006-07-25,2,22653,1,0
5673,2006-07-25,2,26803,1,0
5674,2006-07-25,2,29863,8,1
5693,2006-07-25,3,22653,1,0
5694,2006-07-25,3,24900,2,0
5726,2006-07-25,4,21844,3,0
5727,2006-07-25,4,22653,1,0
5728,2006-07-25,4,22753,4,0
5729,2006-07-25,4,22855,20,1
5730,2006-07-25,4,23342,5,0
5731,2006-07-25,4,25973,1,0
5732,2006-07-25,4,26085,18,1
5733,2006-07-25,4,29668,8,1
5734,2006-07-25,4,29895,10,1
5760,2006-07-25,5,21844,1,0
5761,2006-07-25,5,22026,1,0
5762,2006-07-25,5,22653,2,0
5763,2006-07-25,5,22781,1,0
5764,2006-07-25,5,24900,1,0
5765,2006-07-25,5,26085,1,0
5766,2006-07-25,5,26101,2,0
5767,2006-07-25,5,26201,1,0
5779,2006-07-25,6,22653,2,0
5780,2006-07-25,6,24900,1,0
5781,2006-07-25,6,25899,2,0
5798,2006-07-25,7,20940,1,0
5799,2006-07-25,7,21844,17,1
5816,2006-07-25,8,28990,14,1
5885,2006-07-25,9,20183,15,1
5886,2006-07-25,9,20284,1,0
5887,2006-07-25,9,20461,41,1
5888,2006-07-25,9,21568,2,0
5889,2006-07-25,9,21844,1,0
5890,2006-07-25,9,22758,21,1
5891,2006-07-25,9,22822,4,0
5892,2006-07-25,9,25751,7,1
5893,2006-07-25,9,25897,2,0
5894,2006-07-25,9,26101,45,1
5895,2006-07-25,9,26856,34,1
5896,2006-07-25,9,29222,1,0
5897,2006-07-25,9,29816,4,0
5947,2006-07-26,0,20115,1,0
5948,2006-07-26,0,21844,2,0
5949,2006-07-26,0,24940,1,0
5950,2006-07-26,0,26831,1,0
5951,2006-07-26,0,28753,52,1
5952,2006-07-26,0,29558,1,0
5953,2006-07-26,0,29717,3,0
5993,2006-07-26,1,21844,1,0
5994,2006-07-26,1,22291,1,0
5995,2006-07-26,1,22773,2,0
5996,2006-07-26,1,23248,2,0
5997,2006-07-26,1,23682,11,1
5998,2006-07-26,1,24900,2,0
5999,2006-07-26,1,24940,1,0
6000,2006-07-26,1,25897,2,0
6001,2006-07-26,1,28753,2,0
6023,2006-07-26,2,24940,1,0
6024,2006-07-26,2,28753,3,0
6039,2006-07-26,3,22773,1,0
6040,2006-07-26,3,24900,1,0
6041,2006-07-26,3,24940,1,0
6042,2006-07-26,3,28753,2,0
6060,2006-07-26,4,22855,30,1
6061,2006-07-26,4,23342,4,0
6062,2006-07-26,4,24940,1,0
6063,2006-07-26,4,28753,7,1
6079,2006-07-26,5,22773,1,0
6080,2006-07-26,5,24900,2,0
6081,2006-07-26,5,24940,1,0
6082,2006-07-26,5,28753,1,0
6092,2006-07-26,6,22773,2,0
6093,2006-07-26,6,24900,2,0
6094,2006-07-26,6,24940,2,0
6095,2006-07-26,6,28753,2,0
6141,2006-07-26,7,21792,8,1
6142,2006-07-26,7,21844,49,1
6143,2006-07-26,7,23342,3,0
6144,2006-07-26,7,25751,2,0
6145,2006-07-26,7,25867,36,1
6146,2006-07-26,7,26056,11,1
6147,2006-07-26,7,26101,3,0
6189,2006-07-26,8,22001,1,0
6190,2006-07-26,8,22205,2,0
6191,2006-07-26,8,22822,4,0
6192,2006-07-26,8,22982,2,0
6193,2006-07-26,8,27357,2,0
6194,2006-07-26,8,28990,12,1
6258,2006-07-26,9,20183,5,0
6259,2006-07-26,9,20284,2,0
6260,2006-07-26,9,21844,7,1
6261,2006-07-26,9,22277,2,0
6262,2006-07-26,9,22883,5,0
6263,2006-07-26,9,25751,16,1
6264,2006-07-26,9,26101,94,1
6265,2006-07-26,9,27357,7,1
6317,2006-07-27,0,27229,1,0
6318,2006-07-27,0,27668,1,0
6319,2006-07-27,0,27699,1,0
6320,2006-07-27,0,29558,1,0
6321,2006-07-27,0,29717,3,0
6361,2006-07-27,1,22773,1,0
6362,2006-07-27,1,23584,2,0
6363,2006-07-27,1,26780,3,0
6364,2006-07-27,1,27257,7,1
6393,2006-07-27,2,29863,4,0
6417,2006-07-27,3,25973,1,0
6418,2006-07-27,3,27257,2,0
6447,2006-07-27,4,22855,32,1
6448,2006-07-27,4,23342,2,0
6449,2006-07-27,4,27257,3,0
6478,2006-07-27,5,27257,2,0
6496,2006-07-27,6,27257,2,0
6535,2006-07-27,7,21817,2,0
6536,2006-07-27,7,21839,1,0
6537,2006-07-27,7,21844,49,1
6538,2006-07-27,7,25867,6,1
6539,2006-07-27,7,26496,5,0
6540,2006-07-27,7,29720,2,0
6574,2006-07-27,8,29825,1,0
6616,2006-07-27,9,22205,2,0
6617,2006-07-27,9,22277,2,0
6618,2006-07-27,9,22747,19,1
6619,2006-07-27,9,23816,1,0
6620,2006-07-27,9,25751,5,0
6621,2006-07-27,9,26228,2,0
6622,2006-07-27,9,26347,2,0
6623,2006-07-27,9,29720,11,1
6665,2006-07-28,0,20115,1,0
6666,2006-07-28,0,20161,2,0
6667,2006-07-28,0,21844,2,0
6668,2006-07-28,0,21889,1,0
6669,2006-07-28,0,22047,1,0
6670,2006-07-28,0,22927,1,0
6671,2006-07-28,0,24400,79,1
6672,2006-07-28,0,25761,1,0
6673,2006-07-28,0,26831,1,0
6674,2006-07-28,0,29562,1,0
6711,2006-07-28,1,20161,26,1
6712,2006-07-28,1,21844,2,0
6713,2006-07-28,1,22792,1,0
6714,2006-07-28,1,24400,79,1
6715,2006-07-28,1,25761,23,1
6716,2006-07-28,1,26627,1,0
6717,2006-07-28,1,29208,3,0
6742,2006-07-28,2,21844,2,0
6743,2006-07-28,2,24400,79,1
6744,2006-07-28,2,29863,4,0
6763,2006-07-28,3,20161,1,0
6764,2006-07-28,3,21844,2,0
6765,2006-07-28,3,24400,3,0
6766,2006-07-28,3,25761,1,0
6767,2006-07-28,3,29208,3,0
6791,2006-07-28,4,20161,26,1
6792,2006-07-28,4,21844,2,0
6793,2006-07-28,4,22855,28,1
6794,2006-07-28,4,23342,6,1
6795,2006-07-28,4,24400,79,1
6796,2006-07-28,4,25761,23,1
6797,2006-07-28,4,26101,6,1
6823,2006-07-28,5,20161,1,0
6824,2006-07-28,5,21844,2,0
6825,2006-07-28,5,24400,2,0
6826,2006-07-28,5,25761,1,0
6827,2006-07-28,5,29208,3,0
6842,2006-07-28,6,20161,1,0
6843,2006-07-28,6,21844,2,0
6844,2006-07-28,6,24400,2,0
6845,2006-07-28,6,25761,1,0
6846,2006-07-28,6,25973,1,0
6847,2006-07-28,6,29208,4,0
6876,2006-07-28,7,21568,6,1
6877,2006-07-28,7,21844,22,1
6878,2006-07-28,7,25867,3,0
6879,2006-07-28,7,26201,2,0
6906,2006-07-28,8,22205,2,0
6907,2006-07-28,8,22822,4,0
6908,2006-07-28,8,22982,2,0
6909,2006-07-28,8,27357,2,0
6961,2006-07-28,9,20401,2,0
6962,2006-07-28,9,21844,2,0
6963,2006-07-28,9,26101,36,1
6964,2006-07-28,9,26201,5,0
7001,2006-07-29,0,20258,1,0
7002,2006-07-29,0,24093,1,0
7003,2006-07-29,0,25074,1,0
7004,2006-07-29,0,28573,7,1
7005,2006-07-29,0,29255,1,0
7046,2006-07-29,1,20468,1,0
7047,2006-07-29,1,22291,1,0
7048,2006-07-29,1,23724,2,0
7049,2006-07-29,1,24138,1,0
7050,2006-07-29,1,27257,4,0
7051,2006-07-29,1,27364,2,0
7071,2006-07-29,2,21840,1,0
7072,2006-07-29,2,27596,3,0
7091,2006-07-29,3,27257,1,0
7092,2006-07-29,3,27364,2,0
7104,2006-07-29,4,26496,4,0
7105,2006-07-29,4,27257,3,0
7126,2006-07-29,5,27257,1,0
7127,2006-07-29,5,27364,2,0
7146,2006-07-29,6,27257,2,0
7147,2006-07-29,6,27364,2,0
7205,2006-07-29,9,21910,1,0
7206,2006-07-29,9,25737,2,0
7207,2006-07-29,9,26101,65,1
7245,2006-07-30,0,20115,2,0
7246,2006-07-30,0,22773,1,0
7285,2006-07-30,1,22773,1,0
7286,2006-07-30,1,24376,2,0
7287,2006-07-30,1,27257,13,1
7288,2006-07-30,1,27738,1,0
7310,2006-07-30,2,29863,4,0
7341,2006-07-30,4,29895,52,1
7386,2006-07-30,7,21844,3,0
7387,2006-07-30,7,26347,4,0
7436,2006-07-31,0,22927,1,0
7437,2006-07-31,0,25766,1,0
7438,2006-07-31,0,25847,1,0
7439,2006-07-31,0,26085,1,0
7440,2006-07-31,0,26101,1,0
7473,2006-07-31,1,20474,4,0
7474,2006-07-31,1,23724,4,0
7475,2006-07-31,1,24589,2,0
7476,2006-07-31,1,24863,352,1
7477,2006-07-31,1,27257,3,0
7493,2006-07-31,2,21840,1,0
7494,2006-07-31,2,22625,1,0
7495,2006-07-31,2,24863,388,1
7496,2006-07-31,2,29863,4,0
7513,2006-07-31,3,20474,3,0
7514,2006-07-31,3,23724,3,0
7526,2006-07-31,4,23342,1,0
7527,2006-07-31,4,29895,167,1
7545,2006-07-31,5,20474,6,1
7546,2006-07-31,5,23724,4,0
7558,2006-07-31,6,20474,4,0
7559,2006-07-31,6,23724,4,0
7560,2006-07-31,6,24863,1,0
7578,2006-07-31,7,20474,2,0
7579,2006-07-31,7,21844,12,1
7589,2006-07-31,8,20474,1,0
7650,2006-07-31,9,20183,1,0
7651,2006-07-31,9,21844,1,0
7652,2006-07-31,9,22489,7,1
7653,2006-07-31,9,22822,61,1
7654,2006-07-31,9,25041,1,0
7655,2006-07-31,9,25751,15,1
7656,2006-07-31,9,26101,82,1
7657,2006-07-31,9,26201,7,1
7658,2006-07-31,9,26228,3,0
7659,2006-07-31,9,26347,5,0
7660,2006-07-31,9,29720,10,1
7661,2006-07-31,9,29873,12,1
7712,2006-08-01,0,22364,1,0
7713,2006-08-01,0,22773,1,0
7714,2006-08-01,0,24407,1,0
7715,2006-08-01,0,27699,1,0
7744,2006-08-01,1,23724,1,0
7745,2006-08-01,1,25525,1,0
7746,2006-08-01,1,29737,1,0
7771,2006-08-01,2,21928,2,0
7772,2006-08-01,2,29863,4,0
7785,2006-08-01,3,25525,1,0
7791,2006-08-01,4,29895,35,1
7808,2006-08-01,5,25525,2,0
7817,2006-08-01,6,25525,2,0
7847,2006-08-01,7,21506,2,0
7848,2006-08-01,7,21844,14,1
7849,2006-08-01,7,29668,3,0
7904,2006-08-01,9,20461,4,0
7905,2006-08-01,9,20940,2,0
7906,2006-08-01,9,21844,4,0
7907,2006-08-01,9,22205,1,0
7908,2006-08-01,9,22822,4,0
7909,2006-08-01,9,22982,1,0
7910,2006-08-01,9,23393,12,1
7911,2006-08-01,9,26228,17,1
7912,2006-08-01,9,26447,18,1
7913,2006-08-01,9,27357,2,0
7914,2006-08-01,9,27482,2,0
7915,2006-08-01,9,29720,1,0
7916,2006-08-01,9,29791,2,0
7917,2006-08-01,9,29973,4,0
7960,2006-08-02,0,20959,1,0
7961,2006-08-02,0,26101,2,0
7962,2006-08-02,0,26831,1,0
7963,2006-08-02,0,28878,1,0
8000,2006-08-02,1,21844,1,0
8001,2006-08-02,1,24634,2,0
8002,2006-08-02,1,27257,12,1
8003,2006-08-02,1,28573,2,0
8022,2006-08-02,2,20057,10,1
8023,2006-08-02,2,29863,9,1
8035,2006-08-02,3,21844,2,0
8036,2006-08-02,3,27257,2,0
8044,2006-08-02,4,27257,3,0
8059,2006-08-02,5,21844,1,0
8060,2006-08-02,5,27257,2,0
8070,2006-08-02,6,21844,2,0
8071,2006-08-02,6,27257,2,0
8117,2006-08-02,7,20940,35,1
8118,2006-08-02,7,21568,4,0
8119,2006-08-02,7,21844,71,1
8120,2006-08-02,7,22849,7,1
8121,2006-08-02,7,25655,3,0
8122,2006-08-02,7,25751,3,0
8123,2006-08-02,7,25786,2,0
8124,2006-08-02,7,25867,6,1
8125,2006-08-02,7,26108,7,1
8126,2006-08-02,7,26201,2,0
8127,2006-08-02,7,27477,6,1
8128,2006-08-02,7,27522,36,1
8208,2006-08-02,9,20940,30,1
8209,2006-08-02,9,21736,13,1
8210,2006-08-02,9,21792,7,1
8211,2006-08-02,9,21844,10,1
8212,2006-08-02,9,21845,5,0
8213,2006-08-02,9,22277,6,1
8214,2006-08-02,9,22758,1,0
8215,2006-08-02,9,23352,4,0
8216,2006-08-02,9,25751,1,0
8217,2006-08-02,9,25973,2,0
8218,2006-08-02,9,26101,116,1
8219,2006-08-02,9,26201,9,1
8220,2006-08-02,9,26228,6,1
8221,2006-08-02,9,29668,3,0
8222,2006-08-02,9,29720,7,1
8278,2006-08-03,0,20497,1,0
8279,2006-08-03,0,29255,1,0
8280,2006-08-03,0,29278,1,0
8317,2006-08-03,1,27257,2,0
8318,2006-08-03,1,29737,1,0
8331,2006-08-03,2,29863,13,1
8422,2006-08-03,7,20940,19,1
8423,2006-08-03,7,21844,32,1
8424,2006-08-03,7,22489,5,0
8425,2006-08-03,7,25786,3,0
8426,2006-08-03,7,25867,13,1
8427,2006-08-03,7,26228,6,1
8428,2006-08-03,7,27477,10,1
8429,2006-08-03,7,29717,7,1
8430,2006-08-03,7,29791,9,1
8486,2006-08-03,9,20461,6,1
8487,2006-08-03,9,21735,7,1
8488,2006-08-03,9,21844,2,0
8489,2006-08-03,9,23081,11,1
8490,2006-08-03,9,23504,3,0
8491,2006-08-03,9,25751,1,0
8492,2006-08-03,9,26101,25,1
8493,2006-08-03,9,26488,2,0
8494,2006-08-03,9,29738,2,0
8495,2006-08-03,9,29796,6,1
8496,2006-08-03,9,29863,2,0
8541,2006-08-04,0,22909,1,0
8542,2006-08-04,0,24900,1,0
8543,2006-08-04,0,26101,1,0
8544,2006-08-04,0,26831,1,0
8545,2006-08-04,0,27699,1,0
8546,2006-08-04,0,28919,1,0
8588,2006-08-04,1,25232,2,0
8606,2006-08-04,2,20057,4,0
8607,2006-08-04,2,29863,8,1
8642,2006-08-04,5,25232,2,0
8654,2006-08-04,6,25232,2,0
8679,2006-08-04,7,20940,4,0
8680,2006-08-04,7,21844,33,1
8726,2006-08-04,9,20940,39,1
8727,2006-08-04,9,23516,1,0
8728,2006-08-04,9,23880,1,0
8729,2006-08-04,9,26101,18,1
8730,2006-08-04,9,29973,7,1
8766,2006-08-05,0,20255,1,0
8767,2006-08-05,0,20258,1,0
8768,2006-08-05,0,22364,1,0
8769,2006-08-05,0,25560,2,0
8802,2006-08-05,1,22291,1,0
8803,2006-08-05,1,24589,1,0
8804,2006-08-05,1,25560,1,0
8805,2006-08-05,1,26228,1,0
8806,2006-08-05,1,29131,4,0
8826,2006-08-05,2,29863,12,1
8846,2006-08-05,3,25560,1,0
8847,2006-08-05,3,29131,1,0
8860,2006-08-05,4,25560,1,0
8882,2006-08-05,5,25560,1,0
8883,2006-08-05,5,29131,2,0
8898,2006-08-05,6,20401,1,0
8899,2006-08-05,6,29131,2,0
8909,2006-08-05,7,29131,2,0
8919,2006-08-05,8,29131,1,0
8943,2006-08-05,9,20159,11,1
8944,2006-08-05,9,20940,9,1
8945,2006-08-05,9,26101,40,1
8946,2006-08-05,9,26496,3,0
8984,2006-08-06,0,21637,1,0
8985,2006-08-06,0,24940,1,0
8986,2006-08-06,0,29415,1,0
9022,2006-08-06,1,23143,2,0
9023,2006-08-06,1,24600,2,0
9024,2006-08-06,1,24940,16,1
9025,2006-08-06,1,27645,3,0
9026,2006-08-06,1,29550,2,0
9046,2006-08-06,2,27431,1,0
9047,2006-08-06,2,29863,4,0
9067,2006-08-06,3,24940,1,0
9068,2006-08-06,3,25525,1,0
9069,2006-08-06,3,29550,1,0
9084,2006-08-06,4,23342,1,0
9085,2006-08-06,4,24940,16,1
9086,2006-08-06,4,29895,67,1
9109,2006-08-06,5,24940,1,0
9110,2006-08-06,5,29550,2,0
9126,2006-08-06,6,24940,1,0
9127,2006-08-06,6,25525,1,0
9128,2006-08-06,6,27645,2,0
9129,2006-08-06,6,29550,2,0
9139,2006-08-06,7,29550,2,0
9145,2006-08-06,8,21548,2,0
9146,2006-08-06,8,29550,1,0
9191,2006-08-07,0,20001,1,0
9192,2006-08-07,0,20183,1,0
9193,2006-08-07,0,20214,1,0
9194,2006-08-07,0,20468,1,0
9195,2006-08-07,0,22927,1,0
9196,2006-08-07,0,28573,1,0
9197,2006-08-07,0,29571,1,0
9233,2006-08-07,1,20723,1,0
9234,2006-08-07,1,22291,1,0
9235,2006-08-07,1,24600,4,0
9256,2006-08-07,2,21840,2,0
9257,2006-08-07,2,29863,4,0
9276,2006-08-07,3,20723,1,0
9288,2006-08-07,4,22855,15,1
9289,2006-08-07,4,29895,2,0
9307,2006-08-07,5,25973,1,0
9321,2006-08-07,6,20723,1,0
9338,2006-08-07,7,21568,3,0
9339,2006-08-07,7,21844,7,1
9340,2006-08-07,7,26201,1,0
9372,2006-08-07,8,20940,2,0
9373,2006-08-07,8,22205,2,0
9374,2006-08-07,8,22822,4,0
9375,2006-08-07,8,22982,2,0
9376,2006-08-07,8,26238,5,0
9377,2006-08-07,8,27357,2,0
9416,2006-08-07,9,21844,1,0
9417,2006-08-07,9,21845,1,0
9418,2006-08-07,9,22277,3,0
9419,2006-08-07,9,22822,191,1
9420,2006-08-07,9,23342,3,0
9421,2006-08-07,9,25041,3,0
9422,2006-08-07,9,26101,28,1
9423,2006-08-07,9,27445,1,0
9424,2006-08-07,9,29720,3,0
9482,2006-08-08,0,20773,1,0
9483,2006-08-08,0,26085,2,0
9484,2006-08-08,0,26101,1,0
9518,2006-08-08,1,25086,1,0
9564,2006-08-08,4,22855,11,1
9565,2006-08-08,4,29895,2,0
9610,2006-08-08,7,21844,3,0
9649,2006-08-08,8,20401,5,0
9650,2006-08-08,8,20940,1,0
9651,2006-08-08,8,22205,1,0
9652,2006-08-08,8,22822,2,0
9653,2006-08-08,8,22982,1,0
9654,2006-08-08,8,25847,6,1
9655,2006-08-08,8,27357,51,1
9672,2006-08-08,9,20940,3,0
9673,2006-08-08,9,22849,20,1
9724,2006-08-09,0,22566,2,0
9725,2006-08-09,0,26085,1,0
9726,2006-08-09,0,26101,1,0
9727,2006-08-09,0,26831,1,0
9728,2006-08-09,0,27357,2,0
9729,2006-08-09,0,29717,1,0
9765,2006-08-09,1,20723,1,0
9766,2006-08-09,1,21844,2,0
9767,2006-08-09,1,22773,2,0
9768,2006-08-09,1,23563,1,0
9769,2006-08-09,1,24589,2,0
9770,2006-08-09,1,26627,3,0
9771,2006-08-09,1,29256,1,0
9772,2006-08-09,1,29550,2,0
9794,2006-08-09,2,27431,1,0
9795,2006-08-09,2,29550,5,0
9796,2006-08-09,2,29863,4,0
9810,2006-08-09,3,20723,1,0
9811,2006-08-09,3,21844,2,0
9812,2006-08-09,3,29550,1,0
9822,2006-08-09,4,22855,16,1
9836,2006-08-09,5,21844,2,0
9837,2006-08-09,5,29550,2,0
9849,2006-08-09,6,21844,1,0
9850,2006-08-09,6,29550,6,1
9862,2006-08-09,7,21844,11,1
9863,2006-08-09,7,29550,5,0
9893,2006-08-09,8,20940,1,0
9894,2006-08-09,8,22205,1,0
9895,2006-08-09,8,22822,2,0
9896,2006-08-09,8,22982,1,0
9897,2006-08-09,8,27357,2,0
9898,2006-08-09,8,29550,1,0
9942,2006-08-09,9,20940,11,1
9943,2006-08-09,9,21844,8,1
9944,2006-08-09,9,22277,6,1
9945,2006-08-09,9,25751,2,0
9946,2006-08-09,9,26101,77,1
9947,2006-08-09,9,26228,2,0
9948,2006-08-09,9,27473,2,0
9949,2006-08-09,9,29527,2,0
9950,2006-08-09,9,29791,5,0
9951,2006-08-09,9,29854,2,0
9952,2006-08-09,9,29873,244,1
10012,2006-08-10,0,20115,1,0
10013,2006-08-10,0,26101,1,0
10014,2006-08-10,0,27357,1,0
10064,2006-08-10,1,21120,3,0
10065,2006-08-10,1,23974,1,0
10066,2006-08-10,1,24589,9,1
10067,2006-08-10,1,24600,2,0
10093,2006-08-10,2,22625,1,0
10126,2006-08-10,4,22855,14,1
10181,2006-08-10,7,21844,19,1
10258,2006-08-10,9,20029,7,1
10259,2006-08-10,9,20940,6,1
10260,2006-08-10,9,21844,2,0
10261,2006-08-10,9,22373,6,1
10262,2006-08-10,9,22758,2,0
10263,2006-08-10,9,22822,138,1
10264,2006-08-10,9,23274,52,1
10265,2006-08-10,9,23377,2,0
10266,2006-08-10,9,25751,2,0
10267,2006-08-10,9,26101,155,1
10268,2006-08-10,9,26914,2,0
10269,2006-08-10,9,29960,10,1
10308,2006-08-11,0,20115,1,0
10309,2006-08-11,0,25653,1,0
10310,2006-08-11,0,26831,1,0
10311,2006-08-11,0,27357,2,0
10339,2006-08-11,1,22291,1,0
10340,2006-08-11,1,29256,1,0
10358,2006-08-11,2,29863,4,0
10373,2006-08-11,4,22855,49,1
10374,2006-08-11,4,23342,11,1
10387,2006-08-11,5,26496,1,0
10405,2006-08-11,7,21844,9,1
10406,2006-08-11,7,22822,4,0
10471,2006-08-11,8,20183,3,0
10472,2006-08-11,8,20718,4,0
10473,2006-08-11,8,21844,2,0
10474,2006-08-11,8,23342,2,0
10475,2006-08-11,8,25973,1,0
10476,2006-08-11,8,26101,25,1
10477,2006-08-11,8,26228,5,0
10478,2006-08-11,8,26914,12,1
10479,2006-08-11,8,29668,2,0
10480,2006-08-11,8,29720,2,0
10481,2006-08-11,8,29791,1,0
10535,2006-08-11,9,20461,9,1
10536,2006-08-11,9,20940,4,0
10537,2006-08-11,9,21844,4,0
10538,2006-08-11,9,22822,174,1
10539,2006-08-11,9,25751,27,1
10540,2006-08-11,9,26085,1,0
10541,2006-08-11,9,26101,210,1
10542,2006-08-11,9,26914,6,1
10576,2006-08-12,0,20258,1,0
10577,2006-08-12,0,24587,2,0
10578,2006-08-12,0,28573,1,0
10627,2006-08-12,1,24587,2,0
10628,2006-08-12,1,24589,2,0
10629,2006-08-12,1,27595,14,1
10630,2006-08-12,1,29550,2,0
10650,2006-08-12,2,24587,2,0
10651,2006-08-12,2,29863,8,1
10670,2006-08-12,3,24587,3,0
10671,2006-08-12,3,29550,1,0
10683,2006-08-12,4,23342,2,0
10684,2006-08-12,4,24587,2,0
10705,2006-08-12,5,24587,3,0
10706,2006-08-12,5,29550,2,0
10722,2006-08-12,6,24587,2,0
10723,2006-08-12,6,29550,2,0
10733,2006-08-12,7,21844,3,0
10734,2006-08-12,7,29550,2,0
10748,2006-08-12,8,29550,1,0
10781,2006-08-12,9,20401,12,1
10782,2006-08-12,9,20461,59,1
10783,2006-08-12,9,20940,6,1
10784,2006-08-12,9,22277,4,0
10785,2006-08-12,9,25751,6,1
10786,2006-08-12,9,26085,26,1
10787,2006-08-12,9,26101,136,1
10788,2006-08-12,9,29720,2,0
10816,2006-08-13,0,28573,2,0
10841,2006-08-13,1,23724,3,0
10842,2006-08-13,1,23980,1,0
10843,2006-08-13,1,27595,44,1
10844,2006-08-13,1,29550,2,0
10857,2006-08-13,2,29863,4,0
10868,2006-08-13,3,23724,3,0
10869,2006-08-13,3,29550,1,0
10895,2006-08-13,5,23724,4,0
10896,2006-08-13,5,26496,1,0
10897,2006-08-13,5,29550,2,0
10908,2006-08-13,6,23724,2,0
10909,2006-08-13,6,24587,1,0
10910,2006-08-13,6,29550,2,0
10936,2006-08-13,7,20940,2,0
10937,2006-08-13,7,21844,25,1
10938,2006-08-13,7,29550,2,0
10947,2006-08-13,8,29550,1,0
10982,2006-08-14,0,29486,1,0
11022,2006-08-14,1,20001,1,0
11023,2006-08-14,1,22846,2,0
11024,2006-08-14,1,23563,2,0
11025,2006-08-14,1,26277,4,0
11026,2006-08-14,1,27595,4,0
11046,2006-08-14,2,27431,1,0
11047,2006-08-14,2,29863,8,1
11062,2006-08-14,3,22846,1,0
11063,2006-08-14,3,26277,2,0
11071,2006-08-14,4,20001,31,1
11072,2006-08-14,4,22855,167,1
11073,2006-08-14,4,23342,4,0
11099,2006-08-14,5,22822,8,1
11100,2006-08-14,5,22846,2,0
11101,2006-08-14,5,25751,3,0
11102,2006-08-14,5,26085,8,1
11103,2006-08-14,5,26101,28,1
11104,2006-08-14,5,26277,2,0
11118,2006-08-14,6,22846,1,0
11119,2006-08-14,6,26277,2,0
11139,2006-08-14,7,21844,17,1
11189,2006-08-15,0,21844,1,0
11190,2006-08-15,0,22364,1,0
11191,2006-08-15,0,22773,1,0
11192,2006-08-15,0,26085,2,0
11193,2006-08-15,0,28573,2,0
11194,2006-08-15,0,29717,1,0
11236,2006-08-15,1,24373,1,0
11237,2006-08-15,1,24589,2,0
11238,2006-08-15,1,25310,1,0
11239,2006-08-15,1,27595,4,0
11240,2006-08-15,1,29256,1,0
11241,2006-08-15,1,29550,2,0
11242,2006-08-15,1,29737,1,0
11263,2006-08-15,2,22625,1,0
11264,2006-08-15,2,29863,4,0
11280,2006-08-15,3,29550,1,0
11292,2006-08-15,4,22855,13,1
11293,2006-08-15,4,23342,3,0
11294,2006-08-15,4,29895,46,1
11314,2006-08-15,5,22822,4,0
11315,2006-08-15,5,29550,4,0
11328,2006-08-15,6,29550,5,0
11343,2006-08-15,7,21844,7,1
11344,2006-08-15,7,29550,2,0
11354,2006-08-15,8,29550,1,0
11369,2006-08-15,9,20461,688,1
11370,2006-08-15,9,22822,4,0
11371,2006-08-15,9,25751,4,0
11372,2006-08-15,9,26101,54,1
11373,2006-08-15,9,26228,2,0
11418,2006-08-16,0,21201,4,0
11419,2006-08-16,0,22773,1,0
11420,2006-08-16,0,29717,1,0
11467,2006-08-16,1,22489,2,0
11468,2006-08-16,1,22909,1,0
11469,2006-08-16,1,24268,1,0
11470,2006-08-16,1,24589,2,0
11496,2006-08-16,2,22625,2,0
11497,2006-08-16,2,29863,8,1
11518,2006-08-16,3,22489,1,0
11532,2006-08-16,4,22855,37,1
11533,2006-08-16,4,23342,3,0
11554,2006-08-16,5,22489,1,0
11571,2006-08-16,6,22489,1,0
11597,2006-08-16,7,20940,2,0
11598,2006-08-16,7,21502,4,0
11599,2006-08-16,7,21844,28,1
11600,2006-08-16,7,22277,6,1
11601,2006-08-16,7,22489,1,0
11602,2006-08-16,7,22822,4,0
11603,2006-08-16,7,25751,5,0
11604,2006-08-16,7,25847,19,1
11605,2006-08-16,7,26101,3,0
11615,2006-08-16,8,21502,1,0
11643,2006-08-16,9,20461,24,1
11644,2006-08-16,9,20940,6,1
11645,2006-08-16,9,21844,5,0
11646,2006-08-16,9,23352,4,0
11647,2006-08-16,9,25751,1,0
11648,2006-08-16,9,26101,125,1
11691,2006-08-17,0,21844,1,0
11692,2006-08-17,0,22773,2,0
11693,2006-08-17,0,26831,1,0
11723,2006-08-17,1,27257,16,1
11743,2006-08-17,2,29863,8,1
11755,2006-08-17,3,21844,1,0
11756,2006-08-17,3,26496,1,0
11757,2006-08-17,3,27257,1,0
11769,2006-08-17,4,22855,14,1
11770,2006-08-17,4,27257,3,0
11783,2006-08-17,5,21844,1,0
11784,2006-08-17,5,27257,3,0
11791,2006-08-17,6,27257,2,0
11803,2006-08-17,7,21844,12,1
11830,2006-08-17,9,20940,9,1
11831,2006-08-17,9,22658,38,1
11832,2006-08-17,9,23504,11,1
11833,2006-08-17,9,26101,8,1
11866,2006-08-18,0,21021,1,0
11867,2006-08-18,0,21844,2,0
11868,2006-08-18,0,26831,1,0
11869,2006-08-18,0,29571,1,0
11901,2006-08-18,1,20759,1,0
11902,2006-08-18,1,21844,1,0
11903,2006-08-18,1,23724,2,0
11904,2006-08-18,1,27257,12,1
11905,2006-08-18,1,29550,2,0
11946,2006-08-18,3,21844,2,0
11947,2006-08-18,3,29550,1,0
11960,2006-08-18,4,21844,1,0
11961,2006-08-18,4,22855,14,1
11962,2006-08-18,4,23342,2,0
11982,2006-08-18,5,20940,5,0
11983,2006-08-18,5,21844,2,0
11984,2006-08-18,5,29550,2,0
11998,2006-08-18,6,21844,3,0
11999,2006-08-18,6,29550,5,0
